id	title	abstract
351	Deterioration and Preservation of Library Materials	The deterioration of library materials, constant since libraries began, has accelerated to alarming proportions in 1969.  Researchers have predicted that all paper-based records of this century, as well as those of earlier years,face imminent ruin.  Without new and effective efforts for their preservation, most will not be usable in their present form in the next century.  The danger of destruction threatens not only research library collections but also the world of knowledge and scholarship that they support. For not only paper is involved. Similar dangers of destruction confront other cellulosic products, such as film, which may substitute for paper as the material base of records.  And not only research libraries are involved. The surprisingly rapid deterioration of printed materials, even those that have been produced with some eye to permanence, creates problems and expenses for other libraries as well.
481	Integrated Information Processing and the Case for a National Network	"The various premises, which need consideration when developing a realistic and flexible information storage, retrieval and dissemination (ISRD) system, are discussed; their implication is illustrated with some examples from the development of the system at ""Shell"" Research, Sittingbourne.. One of the factors which will affect the satisfactory performance of an ISRD system is the ease with which relevant literature information not held in the system can be provided.. The later part of the paper is developed to a discussion of this problem and of a possible means of dealing with it in the not too distant future.."
973	The Divided Catalog: A Summary of the Literature	In the earliest item (1905) in the bibliography here presented, Fletcher challenges the right of the dictionary catalog to be the overwhelmingly predominant type of catalog in libraries.  He questions its advocates' claim that it best meets a library's needs.  He advocates a divided catalog such as the one at Amherst because, for one thing, the separate catalog can more readily be used in conjunction with bibliographies in the subject fields.  We find a similar argument in the latest item in the bibliography (Harris, 1957).  Fletcher's article seems to have been followed by more than thirty years of silence in the library journals on the subject of the divided catalog.  During that period there were probably some divisions of catalogs at some libraries but, as Thom (q.v.) indicates, the greatest period of such activity started in 1937.  Our survey of the literature on the divided catalog corroborates this since 1938 in the year in which the steady stream of papers on the subject began.
939	The Paradoxes of Library Cooperation	The need for libraries to cooperate has long been recognized, as countless articles written within the past decade will attest.  Moreover, the necessity to combine forces has never been as apparent as it is today.  Because the cost of self-sufficiency has become undeniably prohibitive, libraries can no longer afford to act as free agents.  Voluntary library cooperation is no natural manifestation of social interaction.  Rhetoric alone is a impotent agent of change.  In truth, cooperative programs succeed only as long as each participant perceives the arrangement as beneficial to his institution.
15	Information Flow in Research and Development Laboratories	"Technical communication patterns in two research and development laboratories were examined using modified sociometric techniques.. The structure of technical communication networks in the two laboratories results from the interaction of both social relations and work structure.. The sociometric ""stars"" in the technical communication network who provide other members of the organization with information either make greater use of individuals outside the organization or read the literature more than other members of the laboratory.."
513	Communication and Information Processing within Scientific Disciplines: Empirical Findings for Psychology	Scientific disciplines can be regarded as social devices which have, as one function, the analysis and reduction of raw information to assimilated knowledge of a type which can be transmitted through professional training.. Data on information flow in psychology reveal feedback to scientific workers and result in refinements of the product of research; later disseminations are interwoven with processes of evaluation and selection and are directed toward the creation of an integrated and tested body of knowledge.. The reported data finish an empirical base for Ziman's consensual model of science and illuminate difficulties which have arisen in the design and implementation of information systems..
127	Use of Machine-Readable Data Bases	"This is the first Annual Review chapter entitled ""Use of Machine- Readable Data Bases.""  Therefore, the coverage provided is for more than a one-year period.  A chapter by Gechman (79) on machine-readable bibliographic data bases included literature from 1969 through 1971.  A chapter by Housman (100) covered the use of data bases for selective dissemination of information (SDI) and a chapter by Parkins & Kennedy (153) has previously reviewed secondary information services.  This chapter will cover the 1973 literature on data bases as well as earlier data base papers not treated in prior chapters. For purposes of this chapter, a data base is considered to be an organized set of machine-readable records containing bibliographic or document-related data."
420	The Automatic Creation of Literature Abstracts	"Experts of technical papers and magazine articles that serve the purposes of conventional abstracts have been created entirely by automatic means.. In the exploratory research described, the complete text of an article in machine- readable form is scanned by an IBM 704 data-processing machine and analyzed in accordance with a standard program..  Statistical information derived from word frequency and distribution is used by the machine to compute a relative measure of significance, first for individual words and then for sentences.. Sentences scoring highest in significance are extracted and printed out to become the ""auto-abstract"".."
1341	Communication Nets in Science: Status and Citation Patterns in Animal Physiology	By virtue of its peculiar links with the reward system in science, the communication system plays a central part in the maintenance and growth of science.  It is the means by which the individual scientist relates to the social system:  he publishes his work to gain recognition, and reads the publications of others to maintain his knowledge.  The formal communication system also forms the basis for the allocation of rewards: instrumental and consumatory.  Thus it is a means of exercising social control. The informal communication system, although important, is the distaff side.  Its recognition is personal with more immediate and consumatory rewards.  Legitimation of objective or methods of work is rarely given by the social system through informal systems of communication, though it is growing in importance as an information dissemination system.
1255	Report on the Testing and Analysis of an Investigation into the Comparative Efficiency of Indexing Systems	"This volume continues the account of the Aslib-Cranfield project as given in the ""Final Report of the First Stage of an Investigation into the Comparative Efficiency of Indexing Systems"".  The major portion of the two years spent on this present stage has been involved with the analysis of the considerable amount of data which was obtained from the main test programme.  A difficulty in this work was in deciding on the type of analysis which would be most likely to yield valuable information.  In order to keep this volume within reasonable limits, it has been necessary to select from the analysis that was done, and even so in many cases only brief examples are given.  The major emphasis has been placed on the reasons for failure to retrieve source documents, for this is considered to give some of the most interesting results of the project and has not, to our knowledge, been previously attempted.  Of possible equal importance, but certainly more difficult to evaluate, is the reason for the retrieval of non-relevant references.  This analysis has not been attempted within the present work, but will be one of the matters to be investigated in the continuation of the project."
566	Semantic Clustering of Index Terms	A computer procedure to recognize indexing vocabularies is described..Index terms are drawn from the vocabulary of a structured indexing system and may consist of single words, collection of words, or syntactic phrases.. The basic idea is that a measure of the semantic association between index terms can be determined from the structural relationships which the terms exhibit by their relative positions in the system.. The association measure, which is based on a priori (preassigned) semantic relationships between terms, rather than their co-occurrence in a document corpus, is then for grouping index terms into clusters or concepts.. Some results of an experimental investigation are presented.. Information, retrieval, clustering, index terms, semantic, graphs, clusters, associations, synonyms, subgraphs, complete, maximal, connected, component, relevance measure, vocabulary, indexing systems, cliques..
157	On the Design of Information Systems for Human Beings	Planning of any kind can be motivated by a pressing practical problem which has to be solved - for example, an increasing number of people may have to be housed in the same area; or by a long-term idealistic vision; or by both (the idealist seeing the long-term implications of an immediate problem).  In short-term planning, the danger exists that the more technical problems may be solved, without attention to their implications for human beings; to take my housing example, higher and higher flats may be built, without considering the possible effects (e.g. the effect on social groupings).  In long-term planning, Utopian or ideological blueprints may be produced.
215	Selected Reference Aids for Small Medical Libraries	This annotated list of 178 items is compiled as a guide to the development of the reference collection in a small medical library.. Arrangement, following the pattern of the previous revision, is by broad subject groups.. Titles are chiefly in English.. Textbooks in subject fields have been omitted since these are covered adequately in several comprehensive guides to the literature..
1399	Syntactic Structures	This study deals with syntactic structure both in the broad sense (as opposed to semantics) and the narrow sense (as opposed to phonemics and morphology).  It forms part of an attempt to construct a formalized general theory of linguistic structure and to explore the foundations of such a theory.  The search for rigorous formulation in linguistics has a much more serious motivation than mere concern for logical niceties or the desire to purify well-established methods of linguistic analysis.  Precisely constructed models for linguistic structure can play an important role, both negative and positive, in the process of discovery itself.  By pushing a precise but inadequate formulation to an unacceptable conclusion, we can often expose the exact source of this inadequacy and, consequently, gain a deeper understanding of the linguistic data.  More positively, a formalized theory may automatically provide solutions for many problems other than those for which it was explicitly designed. Obscure and intuition-bound notions can neither lead to absurd conclusions nor provide new and correct ones, and hence they fail to be useful in two important respects.
582	Title Indexes as Alerting Services in the Chemical and Life Sciences	The principles underlying alerting services are discussed.. General alerting services (as distinct from SDI systems) need to transfer to their users a large quantity of current but mainly irrelevent information as speedily as possible.. As title indexes are the easiest to prepare and are therefore common, the user needs to know how much significant information is not discernible from a documents title.. This is estimated to be 20-25% but can vary with subject and type of information sought.. If a search of, say, Chemical Titles is made, ignoring synonyms but allowing for all syntactical variants, only about one third of the significant information will be recovered.. Synonyms and other nomenclature problems are discussed.. Delay times and time of use are the two most important factors in evaluating an alerting service and are reviewed for some typical services..
1261	The Ring Index	"The collection includes (1) simple parent rings and (2) parent systems of more than one ring in which the rings are united by having one or more atoms in common.  It thus comparizes simple and ""fused"" (ortho- and ortho-peri-fused), or annelated, systems (including spiro forms),  but not systems like biphenyl or triphenylmethane, in which the rings are united only by valences or by atoms not belonging to the rings.  Some systems are included in which a polar valence is involved, e.g. the four-membered ring of betaine, since these are often shown in formulas as if true rings; but in such cases the presence of the polar bond is noted.  Polar bonds in metallic salts (e.g. calcium succinate) are disregarded as ring formers; so also are coordinate linkages (as in the chelate compounds).  The word ""system"" is used to mean a single ring or a combination of rings united one to another by atoms common to both. Except for some special reason, only systems representing known compounds of generally accepted structure, or definitely believed by authors to have a certain structure, are included.  The fact that a compound must have one or two alternative structures is not sufficient for the entry of a system based on either of them.  Where there is doubt about an entry a query (?) is inserted after the reference."
577	Probabilistic Models for Automatic Indexing	This paper is developed in two stages.  The first stage describes an experiment that explores properties of the class of words that are not useful in conveying subject meaning and distinguishes them from those classes of words that do convey subject meaning to various degrees.  In particular, we study the clustering properties of these words; the analysis is based on statistical properties alone, and techniques are introduced that may be of value in other areas of information science.  On the basis of the results of this experiment, a model of word occurrences is introduced and discussed.  Later papers by us and by Harter will apply this model to indexing.
650	Relative Effectiveness of Titles, Abstracts, and Subject Headings for Machine Retrieval from the COMPENDEX Services	We have investigated the relative merits of searching on titles, subject headings, abstracts, free-language terms, and combinations of these elements.. The COMPENDEX data base  was used for this study since it contained all of the data elements of interest.. In general, the results obtained from the experiments indicate that, as expected, titles alone are not satisfactory for efficient retrieval.. The combination of titles and abstracts came the closest to 100% retrieval, with searching of abstracts alone doing almost as well.. Indexer input, although necessary for 100% retrieval in almost all cases, was found to be relatively unimportant..
809	A Single Computer-Based System for Both Current Awareness and Retrospective Search: Operating Experience with ASSASSIN	ASSASSIN as designed and operated by ICI Agricultural Division, provides from a single paper tape input a current awareness service by SDI and a retrospective search both by a weighted term machine search and printed KWOC-type indexes.. Programs for producing structured thesauri are part of the package.. Input is in the form of abstracts from both published and internal source.. The system has operated for more than a year at the Agricultural Division and is currently in use at five other locations.. Flexibility of the package is demonstrated by the variety of applications.. This paper outlines the various applications and shows how a single package may be used complete, or in part, or with modification.. Machine costs are given for the major application.. The system was designed with the possible input of externally produced machine readable data in mind.. The intended application of the package in conjunction with tapes such as those of the Institute for Scientific Information source and Chemical Abstracts Condensates is outlined..
1429	The Universal Decimal Classification	Purpose of this paper.  The purpose of this preliminary study is to attempt to discover how far it succeeds at present and how far and by what methods it may continue to succeed or be made to succeed in the future.  One person (or two, for Brian Vickery is tackling the problem from the point of view of scientific and technological users) with however many helpful consultants can only hope to isolate some of the problems and to indicate some of the possible solutions.  This, it is hoped, may prepare the ground and stimulate the critical and creative efforts of others towards fruitful developments.
922	Library Catalogs:  their preservation and maintenance by photographic and automated techniques; a study	The major conclusions and recommendations of the study which follows are: That the catalogs of The Research Libraries of the New York Public Library be divided chronologically at the earliest possible date; That the present (or retrospective) Public Catalog be reproduced photographically in book form; That the future (or prospective) catalogs be produced in a combination of card and book form from a store of machine-readable data; That a Central Serial Record be created to contain acquisition information, cataloging and holdings data, and bindery records for all serial publications in The Research Libraries.
330	Computer Readable Bibliographic Data Bases -- A Directory and Data Sourcebook	"This document, Computer Readable Bibliographic Data Bases -- A Directory and Data Sourcebook not only updates the 1973 publication, which included information on 81 data bases, but expands the coverage to 300 data bases and includes considerably more information about the data bases. Methodology used to obtain data involved:  (1) consulting published and unpublished sources; (2) design of a 13 page questionnaire; (3) mail survey; and (4) telephone follow up and verification.  The sources consulted were (1) the Survey of Commercially Available Computer-Readable Bibliographic Data Bases; (2) M.E. Williams' personal data base files which include information from the open literature, news releases, and personal contacts; (3) NEWSIDIC, April 1975 issue number 16, the quarterly newsletter produced by EUSIDIC which included a survey of computer readable bibliographic files; (4) the ""World Inventory of Abstracting and Indexing Services--Data Elements Definition List;"" and (5) the ASIDIC Survey of Information Center Services."
404	A Guide to the Library of Congress Classification	This guide is an introduction to the Library of Congress Classification; as such, it does not include instructions for every subclass or table, but attempts to provide the reader with an understanding of the characteristics of the classification, the arrangement within the classes, the format of the schedules and tables, and special problems of use and notation.  The reader should trace the analysis of each example of classing through the pages from the L.C. schedule provided in the guide.  It is important to remind the reader that a thorough study of each class schedule in addition to the recommended readings is essential.  The author realizes that many imperfections may be present in this guide and will appreciate suggestions for changes from readers.
586	An Evaluation of Index Medicus and MEDLARS in the Field of Ophthalmology	An evaluation of the performance of Index Medicus and MEDLARS in the field of ophthalmology is presented, using data generated by a separate study.. MEDLARS performance figures gave a screened precision ratio of 54% and a recall ratio of 42%.. Over the same set of questions Index Medicus had a screened precision ratio of 53% and a recall ratio of 46%.. Results for Index Medicus alone over a large set of questions gave a 73% screened precision ratio and a 47% recall ratio.. A random sample of MEDLARS and Index Medicus precision and recall failures showed that most of the Index Medicus recall failures resulted from manual searcher omission.. The major causes of Medlars precision failures were inadequate indexing terminalogy to express concepts and attempts at providing too exhaustive a search..
918	Library of Congress	The book was built on interviews with the Library's middle managers, on discussions with working specialists in the various divisions, on conversations with and questionnaires sent to out-of-Library users, and from my own observations through almost twenty-five years in the Library's Congressional Research Service.  After the text was completed, it was read by appropriate people in each department for factual content and ultimately by the staff in the Librarian's Office for their comment.  At no point was there pressure to change text or conclusions - although there were plenty of good-natured suggestions on details, and nearly everyone urged a fuller description of his own particular specialty!
1207	Technical Information Project	The model of a technical information system described there by Dr. Kessler involves a working literature taken from twenty-one journals in the field of physics.. The system, designed and constructed at the Massachusetts Institute of Technology as a prototype operating in a realistic test environment, uses remote consoles having access to a time-sharing computer facility.. Programs have been developed for a large variety of search and processing techniques in real time as well as for delayed output.. The work is supported by the National Science Foundation and in part by Project MAC, the experimental computer facility at MIT which is sponsored by the Advanced Research Projects Agency..
837	Information Requirements in the Social Sciences: Some Preliminary Considerations	Information requirements in the social sciences are almost entirely unexplored.. I shall argue that exploration is desirable; discuss some of the reasons why this is so; attempt an analysis of the factors to be investigated; and consider some possible methods of investigation.. This article is an early by-product of the Investigation into Information Requirements of the Social Sciences, being carried out by two researchers under my direction,and supported by the Office for Scientific and Technical Information.. It is based on the Report on the Preliminary Stage, presented to OSTI in April, 1968..
984	Cost Analysis Studies in Libraries: Is There a Basis for Comparison?	When the Chairman of the Technical Services Cost Committee asked the three of us to summarize the findings of the Colorado study on centralized processing, I agreed.  Later, I began to have second thoughts - I suppose because we were almost buried under an avalanche of data and it soon became apparent that we could not really summarize the findings of the study in one evening. The investigation took off in tangents that had not been originally anticipated.  As you have already been informed, the final report deals with such diverse topics as a faculty user attitude survey, mathematical model simulations of processing center operations, approval plan utilization, and an inter-institutional bookkeeping system, all in addition to the cost studies of acquisitions and cataloging in nine libraries.
1319	Scientific and Technological Communication	"My objective in this work has been to try to get at the fundamental aspects of the elements and media of scientific and technological communication and to describe the critical issues involving them as well as the opportunities and techniques for exploiting them which hopefully could aid both the ""users"" and the ""handlers"" of these important resources."
637	Breaking the Communication barrier Between Searcher and Literature File: An Interactive Guide	The challenges of design of programming systems, file organization and manipulation, and user-oriented query languages have held the spotlight in the development of data processing support to systems for retrieval of scientific literature.. At BIOSIS, development of such a system from the pragmatic viewpoint of providing viable self-supporting retrieval service from a data base of more than two million references has resulted in focusing attention on supporting the formulation of the information need into an effective computer search specification.. Developed under CPS and now implemented under CICS, the program claims no novelty of structure or technique, but constitutes an innovation in application and goal with primary emphasis on accommodating the behavior of a user not previously knowledgeable about the structure, indexing language, and detailed content of a machine based references file..
717	Current Information Dissemination: Ideas and Practices	A detailed description and a tabulated summary of the salient feature of 17 current awareness information services are presented to illustrate various approaches to handling the current information dissemination problem..
873	Content Designators for Machine-Readable Records: A Working Paper	"Under the auspices of the International Federation of Library Association's Committees on Cataloging and Mechanization, an International Working Group on Content Designators was formed to attempt to resolve the differences in the content designators assigned by national agencies to their machine-readable bibliographic records.. All working papers emanating from the IFLA Working Group will be submitted to the International Standards Organization Technical Committee 46, Subcommittee 4, Working Group on Content Designators.. Prior to any attempt to standardize the content designators for the international exchange of bibliographic data in machine-readable form, it is necessary to agree on certain basic points from which all future work will be derived.. This first working paper is a statement of: 1) the obstacles that presently exist which prevent the effective international interchange of bibliographic data in machine-readable form; 2) the score of concern for the IFLA Working Group; and 3) the definition of terms included in the broader term ""content designators"".. If an international standard format can be derived, it would greatly facilitate the use in this country of machine-readable bibliographic records issued by other national agencies.. It should also contribute significantly to the expansion of MARC to other languages by the Library of Congress.."
510	Retrieval Efficiency from Titles and the Cost of Indexing	By the means of the flexible machine search system three experiments have been made in order to test the retrieval efficiency of searching free text and keywords.. Base upon the relevance judgements of the users, the results indicate that titles and abstracts are good index material which can be used for machine searching without human indexing in the three fields studies..
1247	Reader in Library Cooperation	This volume is intended as a means of exploration for the practicing librarian and as a textbook for the library school student.  It will try to draw attention to significant social, behavioral, theoretical, organizational, functional, and operational generalizations about library interrelationships; and to suggest a sense of the total fabric of the cooperative endeavor.  It does not aim at identifying and incorporating the forms and the range of library cooperation in which individual libraries seek to extend the limits of their separate capabilities.
204	Analysis of Recorded Biomedical Book and Journal Use in the Yale Medical Library Part II. Subject and User Relations	Cancelled charge slips collected over a one-year period supply the data for this analysis of circulation in the Yale Medical Library.. Full-time teacher faculty are the heaviest users of journal literature, and  students, of monograph literature.. Faculties of Medical School departments are compared in terms of their use of material in individual subjects.. Subject literatures are analyzed in terms of groups of users borrowing from them.. The extent to which journal titles used by medical students  are also used by Medical School faculty is examined.. One of the products of the study is a rank list of journal titles used in the Library.. Results are presented in several tables..
401	Future Shock	"This is a book about what happens to people when they are overwhelmed by change.  It is about the ways in which we adapt - or fail to adapt - to the future. Much has been written about the future.  Yet, for the most part, books about the world to come sound a harsh metallic note. These pages, by contrast, concern themselves with the ""soft"" or human side of tomorrow.  Moreover, they concern themselves with the steps by which we are likely to reach tomorrow. They deal with common, everyday matters - the products we buy and discard, the places we leave behind, the corporations we inhabit, the people who pass at an ever faster clip through our lives.  The future of friendship and family life in probed.  Strange new subcultures and life styles are investigated, along with an array of other subjects from politics and playgrounds to skydiving and sex."
715	Articulation in the Generation of Subject Indexes by computer	"A simple and logical model for the automatic generation of subject indexes from title like phrases is described, and its advantages and disadvantages are discussed.	It is based on recent studies of the structure of articulated subject indexes, such as those to Chemical Abstracts.  The model employs the prepositions and connectives of phrases of simple structure as articulating points, and selects from all possible forms of entries those which lead to optimal organization in an index.  The technique is illustrated with part of an index to a recent abstracting journal.  The wide variety of controls which can be exerted by the indexer and the program is discussed."
63	The Publication Inflation	"The much-vaunted information explosion seems to be the manifestation of a rather generalized publication inflation.. Multipublication and pretentious writing have become obstacles to ""communication between human minds"". To counteract their harmful effects it will be necessary to reduce the quantity and improve the quality of the printed records by filtering the material before it is stored for retrieval.."
617	On-Line  Serials Control System in a Large Biomedical Library; 1) Description of the System	An on-line serials control system with particular emphasis on storage and maintenance concepts is described.. The system, operational since January, 1971, has evolved from a former batch card system and remains completely compatible with it.. The system allows real-time display and updating of all elements of the file.. Consequently all check-in, bindery, and claims operations, as well as new entries and data field changes are accomplished on a real-time basis.. All programs are in PL/1.. Required equipment is an IBM time-shared facility with 100 K memory available for the applications programs, and IBM 2260 display units.. This article is the first of three.. The second is concerned with an analysis of inverted file retrieval features and the third compares the operation of the on-line with the batch system, comparable manual operations, and discusses costs..
1236	Public Libraries in Cooperative Systems; Administrative patterns for service	"This book was written as an introduction to the administrative relationships between small and medium-sized public libraries and the cooperative library system.  In this book, the definition of a cooperative system is as follows:  A cooperative library system is the combining of the talents and the resources of a group of independent libraries, within a reasonable geographic radius, for the purpose of attaining excellence in service and resources for the benefit of the actual and potential users of all the member libraries.  The plan for the book originated with questions directed to a public library administrator and to a system director.  The most pertinent of the repeated questions was, ""How does system membership change local library administration?""  The sharpest question was, ""Will the system ultimately take over local rights and responsibilities?"""
690	Experience with the Mechanized Chemical and Biological Information Retrieval System	New computer methods have been developed in associations with the drug development programs of the Walter Reed Army Institute of Research.  Experiences with these systems are recounted.  Special input devices and computer programming have been developed for the input and retrieval of conventional chemical structural diagrams.  The costs, operation, and the advantages of this system are discussed.  Associated files of biological properties and inventory control information have been created, which are searchable.  The methods used in creating consolidated listings of selected chemical compounds and associated biological data are discussed.
970	Fields of Information on Library of Congress Catalog Cards: Analysis of a Random Sample, 1950-1964	"The Information Systems Office (ISO) of the Library of Congress has as its mission the development and implementation of the main automation program for the Library and the co-ordination of all LC automation efforts. One of the primary activities in this effort is a system-development study concentrating on the central bibliographic operations, that is, acquisitions, cataloging, reference, etc.  This study is now in its early stages, and it is too soon to predict the actual system that will evolve. As an adjunct to this study an analysis of the potential uses of and problems involved in the machine processing of cataloging data was begun.  One aspect of the analysis was the design of a preliminary machine- readable catalog record.  The results of this work are in a report issued by the ISO as its ""Planning Memorandum Number 3."""
991	Filing Arrangement in the Library of Congress Catalogs	New filing rules have been developed for the catalogs of the Library of Congress to ease the tasks of filers and users and to pave the way for computer-assisted filing.. This article discusses preliminary considerations about the functions of large bibliographic files,the complexities of cataloging, the interaction between users and catalogs, and ways to simplify arrangements.. The assumptions and principles that underlie the proposed rules are stated, and their organization and anticipated use are described.. An abridged version of the rules is illustrated by an extended example..
1165	Issues in the informational analysis of documents.	In scientific process and primary scientific documents there are objective characteristics, which allow the accurate and unambiguous reflection of the form and content of primary statements n the informational analysis of their secondary pattern. Using these characteristics allows one to develop a model of standardized bibliographic and abstract document description and minimize subjectivity in information analysis. The objective characteristics of form and content of documents and corresponding elements of bibliographic and abstractive description must be based on application of classification schemes. For each characteristic there must be a corresponding scheme of particular structural complexity.
1014	The Microform Revolution	"Librarians have tried replacing some of their books and journal files with microfilm copies or other microforms in order to save valuable space in the bookstacks, instead of or in addition to extension of the stack area, decentralization, compact shelving, separate storage warehouse, or any of the other solutions to the storage problem discussed in earlier chapters.  As a final paper, this solution for the storage of library materials will be discussed.  Although the distinct forms will not often be designated, ""microform"" is used here to mean the four forms most common in the United States: 35 mm. roll microfilm, microfiche (now standardized in the United States and Great Britain at 4 by 6 inches) and the two micro-opaque forms - 3 by 5 inch Microcard, and 6 by 9 inch Microprint."
212	Thesaural Problems in an On-Line System	This paper describes the construction of a synonym thesaurus or entry vocabulary for the SUNY Biomedical Communication Network, which will permit the user greater ease of access to MeSH-indexed material without previously consulting a printed list of indexed terms.. In order to discover the actual terminalogy used by a researcher, words were extracted from titles of articles appearing in Index Medicus, and compared with the subject heading under which they appeared.. As well as strict synonyms, grammatical variants were also included.. Work is continuing on relating other indexing vocabularies, such as Excerpta Medica and Current Medical Terminalogy, used in the biomedical world to MeSH terms..
1299	Current Physics Information	A new concept in science communication will be given its first test in calendar year 1972.. Primary and secondary contents of a selected subset of the world's journal literature in physics will be provided in a variety of output formats.. Among them are a monthly microfilm containing the full texts of all articles in the set of journals (Current Physics Microform); an advance abstracts journal describing the articles (Current Physics Advance Abstracts); a printed, classified index of the titles of the articles (Current Physics Titles); and a computer tape index to the articles (Searchable Physics Information Notices)..
391	Factors in the Transfer of Technology	The strong correlation between the scope and depth of this country's research and development activities and the vigor and the growth of its industrial plant is today a widely accepted fact.  Government expenditures for research and development have increased from a modest annual rate of $200 million some thirty years ago to $17 billion today. The research budgets of the private sector of the economy, which were almost miniscule in the 1930's, total approximately $8 billion today. These expenditures have had their many tangible and visible results, ranging from nylon and antibiotics to radar and solid state electronics, but what is not so generally appreciated is the additional product represented by the increasing inventory of ideas and new knowledge whose application, for the most part, is still a potential one.  The sophisticated and often urgent nature of some of the larger products in which we engage today, which require vast research expenditures to find the efficient way, or the economical way, or the safe way, or the most accurate way to accomplish some end purpose, also produces an increase in the national level of scientific and technological competence that has not yet been transferred into the civilian economy.  The value of the technical ideas now stored and awaiting application can be estimated as a value many times larger than the annual rate of billions of dollars invested in the effort it took to develop this increased technical capability.  As a national resource for underwriting further economic and industrial development, this technical inventory is a factor of major importance.
309	The SMART Automatic Document Retrieval System - An Illustration	A fully automatic document retrieval system operating on the IBM 7094 is described.. The system is characterized by the fact that several hundred different  methods are available to analyze  documents and search requests.. This feature is used in the retrieval process by leaving the exact sequence of operations initially unspecified, and adapting the search strategy to the needs of individual users.. The system is used not only to simulate an actual operating environment, but also to test the effectiveness of the various available processing methods.. Results obtained so far seem to indicate that some combination of analysis procedures can in general be relied upon to retrieve the wanted information.. A typical search request is used as an example in the present  report to illustrate systems operations  and evaluation procedures..
798	The Thesaurofacet: A Multipurpose Retrieval Language Tool	A description is given of the English Electric 'Thesaurofacet', a faceted classification and thesaurus covering engineering and related scientific, technical, and management subjects.. A novel feature of the system is the integration of the classification schedules and thesaurus.. Each term appears both in the thesaurus and in the schedules.. In the schedules the term is displayed in the most appropriate facet and hierarchy: the thesaurus supplements this information by indicating alternative hierarchies and other relationships which cut across the classified arrangement.. The thesaurus also controls word forms and synonyms and acts as the alphabetical index to the class numbers.. The resulting tool is multipurpose, as easily applicable to shelf arrangement and conventional classified card catalogues as to co-ordinate indexing and computerized retrieval systems.. The reasons are given for modifying certain traditional facet techniques, including the choice of traditional disciplines for main classes, the lack of a 'built-in' preferred order, and the use, in certain instances, of enumeration rather than synthesis to express multi-term concepts.. Methods of application of the Thesaurofacet in pre-coordinate and post-coordinate systems are discussed and brief account is given of the techniques employed in its compilation..
296	Participative Management in Relation to Library Effectiveness	This paper reviews a recent study on the influence of participative management on library performance.. Because most of the recent theoretical and empirical research being done in this area is ignored and an invalid measure of participation in decision making is used, the study provides no basis for the generalization that in increase in the library staff's participation in decision making will increase the library's effectiveness..
29	"Some Questions Concerning ""Information Need"""	"The expression ""satisfying a requester's information need"" is often used, but its meaning is obscure.  The literature on ""information need"" in relation to retrieval suggests three different (though not inconsistent) possible interpretations.  However, each of these interpretations is itself fundamentally unclear. The various obscurities involved are indicated by critical questions, which those who write of information need are invited to answer."
1355	Rational Selection of Primary Journals for a Biomedical Research Library: The Use of Secondary Journal Citation	"After considering several different methods, it was concluded that primary journals for coverage of a given field can be selected rationally on the basis of their citation frequencies in an appropriate secondary journal.  Results obtained on the example used, ""rehabilitation"" as cited in Index Medicus during the years 1968-1971, were similar to those from five other fields, in that the number of journals required for each percent gain in literature coverage increased exponentially as the percentage of literature itself increased.  As a consequence, library coverage of any particular field can be specified as a function of its budgeting commitment, so that the maximum percent coverage will be obtained for each dollar spent."
687	Index Chemicus Registry System:  Pragmatic Approach to Substructure Chemical Retrieval	"The Index Chemicus Registry System (ICRS), launched in 1968 with the support of a dozen industrial and governmental organizations, is now a current operational monthly service.  Subscribers receive magnetic tapes and printouts, in which the weekly issues of Index Chemicus (IC) have been encoded in Wiswesser Line Notations (WLN).  Over 13,000 compounds per month are provided in machine language.  The canonical WLN is also provided in alphabetized printouts. Encoding of over 400,000 new chemical compounds from IC has already been completed, including all those reported in 1967, 1968, and 1969.  Since the tapes also include title and other bibliographic information, this paper describes the use of supporting software provided for SDI search systems employing ""word"" and other searching terms, in addition to the WLN fragments. Use of the monthly and annual printouts are illustrated for those searches which do not require computer manipulation."
